rank	count
261	91
262	90
263	90
264	90
265	90
266	89
267	89
268	89
269	88
270	88
271	88
272	88
273	88
274	87
275	87
276	87
277	87
278	87
279	86
280	86
281	86
282	86
283	85
284	85
285	85
286	85
287	85
288	84
289	84
290	83
291	83
292	83
293	83
294	82
295	82
296	82
297	82
298	82
299	82
300	82
301	81
302	81
303	81
304	81
305	81
306	81
307	81
308	80
309	80
310	79
311	79
312	79
313	79
314	78
315	78
316	78
317	78
318	78
319	77
320	77
321	77
322	77
323	76
324	75
325	75
326	75
327	75
328	75
329	75
330	75
331	75
332	74
333	74
334	74
335	74
336	73
337	73
338	73
339	73
340	73
341	73
342	73
343	73
344	72
345	72
346	72
347	72
348	72
349	71
350	71
351	71
352	71
353	71
354	71
355	71
356	70
357	70
358	70
359	70
360	70
361	70
362	70
363	69
364	69
365	69
366	69
367	69
368	69
369	69
370	69
371	68
372	68
373	68
374	68
375	68
376	67
377	67
378	67
379	67
380	67
381	67
382	66
383	66
384	66
385	66
386	66
387	66
388	66
389	65
390	65
391	65
392	65
393	65
394	65
395	65
396	65
397	65
398	65
399	64
400	64
401	64
402	64
403	64
404	64
405	64
406	64
407	64
408	64
409	63
410	63
411	63
412	63
413	63
414	63
415	63
416	62
417	62
418	62
419	62
420	62
421	62
422	62
423	62
424	62
425	61
426	61
427	61
428	61
429	61
430	61
431	61
432	60
433	60
434	60
435	60
436	60
437	60
438	60
439	60
440	60
441	60
442	60
443	60
444	59
445	59
446	59
447	59
448	59
449	59
450	59
451	59
452	58
453	58
454	58
455	58
456	58
457	58
458	58
459	58
460	58
461	58
462	57
463	57
464	57
465	57
466	57
467	57
468	57
469	56
470	56
471	56
472	56
473	56
474	56
475	56
476	56
477	55
478	55
479	55
480	55
481	55
482	55
483	55
484	55
485	54
486	54
487	54
488	54
489	54
490	54
491	53
492	53
493	53
494	53
495	53
496	53
497	53
498	53
499	53
500	52
501	52
502	52
503	52
504	52
505	52
506	52
507	52
508	52
509	52
510	52
511	52
512	51
513	51
514	51
515	51
516	51
517	51
518	51
519	51
520	51
521	51
522	51
523	51
524	50
525	50
526	50
527	50
528	50
529	50
530	50
531	50
532	50
533	49
534	49
535	49
536	49
537	49
538	49
539	49
540	49
541	49
542	48
543	48
544	48
545	48
546	48
547	48
548	48
549	48
550	48
551	48
552	48
553	48
554	48
555	48
556	48
557	48
558	47
559	47
560	47
561	47
562	47
563	47
564	47
565	47
566	47
567	47
568	47
569	47
570	47
571	47
572	47
573	46
574	46
575	46
576	46
577	46
578	46
579	46
580	46
581	45
582	45
583	45
584	45
585	45
586	45
587	45
588	45
589	45
590	45
591	45
592	44
593	44
594	44
595	44
596	44
597	44
598	44
599	44
600	44
601	44
602	44
603	44
604	44
605	44
606	44
607	44
608	43
609	43
610	43
611	43
612	43
613	43
614	43
615	43
616	43
617	43
618	43
619	43
620	42
621	42
622	42
623	42
624	42
625	42
626	42
627	42
628	42
629	42
630	42
631	41
632	41
633	41
634	41
635	41
636	41
637	41
638	41
639	41
640	41
641	41
642	41
643	41
644	40
645	40
646	40
647	40
648	40
649	40
650	40
651	40
652	40
653	40
654	40
655	40
656	40
657	40
658	40
659	40
660	40
661	40
662	40
663	40
664	39
665	39
666	39
667	39
668	39
669	39
670	39
671	39
672	39
673	39
674	39
675	39
676	39
677	39
678	39
679	39
680	39
681	39
682	39
683	39
684	39
685	38
686	38
687	38
688	38
689	38
690	38
691	38
692	38
693	38
694	38
695	38
696	38
697	38
698	38
699	38
700	38
701	38
702	38
703	37
704	37
705	37
706	37
707	37
708	37
709	37
710	37
711	37
712	37
713	37
714	37
715	37
716	37
717	37
718	37
719	37
720	37
721	37
722	37
723	37
724	37
725	37
726	36
727	36
728	36
729	36
730	36
731	36
732	36
733	36
734	36
735	36
736	36
737	36
738	36
739	36
740	36
741	36
742	36
743	36
744	36
745	36
746	36
747	35
748	35
749	35
750	35
751	35
752	35
753	35
754	35
755	35
756	35
757	35
758	35
759	35
760	35
761	35
762	35
763	35
764	35
765	35
766	35
767	35
768	34
769	34
770	34
771	34
772	34
773	34
774	34
775	34
776	34
777	34
778	34
779	34
780	34
781	34
782	34
783	34
784	34
785	34
786	33
787	33
788	33
789	33
790	33
791	33
792	33
793	33
794	33
795	33
796	33
797	33
798	33
799	33
800	33
801	33
802	33
803	33
804	33
805	33
806	33
807	33
808	33
809	33
810	33
811	33
812	33
813	33
814	33
815	33
816	33
817	33
818	33
819	32
820	32
821	32
822	32
823	32
824	32
825	32
826	32
827	32
828	32
829	32
830	32
831	32
832	32
833	32
834	32
835	32
836	32
837	32
838	32
839	31
840	31
841	31
842	31
843	31
844	31
845	31
846	31
847	31
848	31
849	31
850	31
851	31
852	31
853	31
854	31
855	31
856	31
857	31
858	31
859	31
860	31
861	31
862	30
863	30
864	30
865	30
866	30
867	30
868	30
869	30
870	30
871	30
872	30
873	30
874	30
875	30
876	30
877	30
878	30
879	30
880	30
881	30
882	30
883	30
884	30
885	30
886	30
887	30
888	30
889	30
890	30
891	29
892	29
893	29
894	29
895	29
896	29
897	29
898	29
899	29
900	29
901	29
902	29
903	29
904	29
905	29
906	29
907	29
908	29
909	29
910	29
911	29
912	29
913	29
914	29
915	29
916	29
917	28
918	28
919	28
920	28
921	28
922	28
923	28
924	28
925	28
926	28
927	28
928	28
929	28
930	28
931	28
932	28
933	28
934	28
935	28
936	28
937	28
938	28
939	28
940	28
941	28
942	28
943	28
944	28
945	28
946	28
947	28
948	28
949	28
950	28
951	28
952	27
953	27
954	27
955	27
956	27
957	27
958	27
959	27
960	27
961	27
962	27
963	27
964	27
965	27
966	27
967	27
968	27
969	27
970	27
971	27
972	27
973	27
974	27
975	27
976	27
977	27
978	27
979	27
980	27
981	27
982	27
983	27
984	27
985	27
986	27
987	27
988	27
989	27
990	27
991	26
992	26
993	26
994	26
995	26
996	26
997	26
998	26
999	26
1000	26
1001	26
1002	26
1003	26
1004	26
1005	26
1006	26
1007	26
1008	26
1009	26
1010	26
1011	26
1012	26
1013	26
1014	26
1015	26
1016	26
1017	26
1018	26
1019	26
1020	26
1021	26
1022	26
1023	26
1024	26
1025	26
1026	26
1027	26
1028	26
1029	26
1030	26
1031	26
1032	26
1033	26
1034	25
1035	25
1036	25
1037	25
1038	25
1039	25
1040	25
1041	25
1042	25
1043	25
1044	25
1045	25
1046	25
1047	25
1048	25
1049	25
1050	25
1051	25
1052	25
1053	25
1054	25
1055	25
1056	25
1057	25
1058	25
1059	25
1060	25
1061	25
1062	25
1063	25
1064	25
1065	25
1066	25
1067	25
1068	25
1069	25
1070	25
1071	25
1072	25
1073	25
1074	25
1075	25
1076	24
1077	24
1078	24
1079	24
1080	24
1081	24
1082	24
1083	24
1084	24
1085	24
1086	24
1087	24
1088	24
1089	24
1090	24
1091	24
1092	24
1093	24
1094	24
1095	24
1096	24
1097	24
1098	24
1099	24
1100	24
1101	24
1102	24
1103	24
1104	24
1105	24
1106	24
1107	24
1108	24
1109	24
1110	24
1111	24
1112	24
1113	24
1114	24
1115	24
1116	24
1117	24
1118	24
1119	24
1120	24
1121	24
1122	24
1123	24
1124	24
1125	24
1126	24
1127	24
1128	23
1129	23
1130	23
1131	23
1132	23
1133	23
1134	23
1135	23
1136	23
1137	23
1138	23
1139	23
1140	23
1141	23
1142	23
1143	23
1144	23
1145	23
1146	23
1147	23
1148	23
1149	23
1150	23
1151	23
1152	23
1153	23
1154	23
1155	23
1156	23
1157	23
1158	23
1159	23
1160	23
1161	23
1162	23
1163	23
1164	23
1165	23
1166	23
1167	22
1168	22
1169	22
1170	22
1171	22
1172	22
1173	22
1174	22
1175	22
1176	22
1177	22
1178	22
1179	22
1180	22
1181	22
1182	22
1183	22
1184	22
1185	22
1186	22
1187	22
1188	22
1189	22
1190	22
1191	22
1192	22
1193	22
1194	22
1195	22
1196	22
1197	22
1198	22
1199	22
1200	22
1201	22
1202	22
1203	22
1204	22
1205	22
1206	22
1207	22
1208	22
1209	21
1210	21
1211	21
1212	21
1213	21
1214	21
1215	21
1216	21
1217	21
1218	21
1219	21
1220	21
1221	21
1222	21
1223	21
1224	21
1225	21
1226	21
1227	21
1228	21
1229	21
1230	21
1231	21
1232	21
1233	21
1234	21
1235	21
1236	21
1237	21
1238	21
1239	21
1240	21
1241	21
1242	21
1243	21
1244	21
1245	21
1246	21
1247	21
1248	21
1249	21
1250	20
1251	20
1252	20
1253	20
1254	20
1255	20
1256	20
1257	20
1258	20
1259	20
1260	20
1261	20
1262	20
1263	20
1264	20
1265	20
1266	20
1267	20
1268	20
1269	20
1270	20
1271	20
1272	20
1273	20
1274	20
1275	20
1276	20
1277	20
1278	20
1279	20
1280	20
1281	20
1282	20
1283	20
1284	20
1285	20
1286	20
1287	20
1288	20
1289	20
1290	20
1291	20
1292	20
1293	20
1294	20
1295	20
1296	20
1297	20
1298	19
1299	19
1300	19
1301	19
1302	19
1303	19
1304	19
1305	19
1306	19
1307	19
1308	19
1309	19
1310	19
1311	19
1312	19
1313	19
1314	19
1315	19
1316	19
1317	19
1318	19
1319	19
1320	19
1321	19
1322	19
1323	19
1324	19
1325	19
1326	19
1327	19
1328	19
1329	19
1330	19
1331	19
1332	19
1333	19
1334	19
1335	19
1336	19
1337	19
1338	19
1339	19
1340	19
1341	19
1342	19
1343	19
1344	19
1345	19
1346	19
1347	19
1348	19
1349	19
1350	19
1351	19
1352	19
1353	19
1354	19
1355	19
1356	19
1357	19
1358	19
1359	18
1360	18
1361	18
1362	18
1363	18
1364	18
1365	18
1366	18
1367	18
1368	18
1369	18
1370	18
1371	18
1372	18
1373	18
1374	18
1375	18
1376	18
1377	18
1378	18
1379	18
1380	18
1381	18
1382	18
1383	18
1384	18
1385	18
1386	18
1387	18
1388	18
1389	18
1390	18
1391	18
1392	18
1393	18
1394	18
1395	18
1396	18
1397	18
1398	18
1399	18
1400	18
1401	18
1402	18
1403	18
1404	18
1405	18
1406	18
1407	18
1408	18
1409	18
1410	18
1411	18
1412	18
1413	18
1414	18
1415	18
1416	18
1417	18
1418	18
1419	18
1420	18
1421	18
1422	18
1423	18
1424	18
1425	18
1426	18
1427	18
1428	18
1429	18
1430	17
1431	17
1432	17
1433	17
1434	17
1435	17
1436	17
1437	17
1438	17
1439	17
1440	17
1441	17
1442	17
1443	17
1444	17
1445	17
1446	17
1447	17
1448	17
1449	17
1450	17
1451	17
1452	17
1453	17
1454	17
1455	17
1456	17
1457	17
1458	17
1459	17
1460	17
1461	17
1462	17
1463	17
1464	17
1465	17
1466	17
1467	17
1468	17
1469	17
1470	17
1471	17
1472	17
1473	17
1474	17
1475	17
1476	17
1477	17
1478	17
1479	17
1480	17
1481	17
1482	17
1483	17
1484	17
1485	17
1486	17
1487	17
1488	17
1489	17
1490	17
1491	17
1492	17
1493	17
1494	17
1495	17
1496	17
1497	17
1498	17
1499	16
1500	16
1501	16
1502	16
1503	16
1504	16
1505	16
1506	16
1507	16
1508	16
1509	16
1510	16
1511	16
1512	16
1513	16
1514	16
1515	16
1516	16
1517	16
1518	16
1519	16
1520	16
1521	16
1522	16
1523	16
1524	16
1525	16
1526	16
1527	16
1528	16
1529	16
1530	16
1531	16
1532	16
1533	16
1534	16
1535	16
1536	16
1537	16
1538	16
1539	16
1540	16
1541	16
1542	16
1543	16
1544	16
1545	16
1546	16
1547	16
1548	16
1549	16
1550	16
1551	16
1552	16
1553	16
1554	16
1555	16
1556	16
1557	16
1558	16
1559	15
1560	15
1561	15
1562	15
1563	15
1564	15
1565	15
1566	15
1567	15
1568	15
1569	15
1570	15
1571	15
1572	15
1573	15
1574	15
1575	15
1576	15
1577	15
1578	15
1579	15
1580	15
1581	15
1582	15
1583	15
1584	15
1585	15
1586	15
1587	15
1588	15
1589	15
1590	15
1591	15
1592	15
1593	15
1594	15
1595	15
1596	15
1597	15
1598	15
1599	15
1600	15
1601	15
1602	15
1603	15
1604	15
1605	15
1606	15
1607	15
1608	15
1609	15
1610	15
1611	15
1612	15
1613	15
1614	15
1615	15
1616	15
1617	15
1618	15
1619	15
1620	15
1621	15
1622	15
1623	15
1624	15
1625	15
1626	15
1627	15
1628	15
1629	15
1630	15
1631	15
1632	15
1633	15
1634	15
1635	15
1636	15
1637	14
1638	14
1639	14
1640	14
1641	14
1642	14
1643	14
1644	14
1645	14
1646	14
1647	14
1648	14
1649	14
1650	14
1651	14
1652	14
1653	14
1654	14
1655	14
1656	14
1657	14
1658	14
1659	14
1660	14
1661	14
1662	14
1663	14
1664	14
1665	14
1666	14
1667	14
1668	14
1669	14
1670	14
1671	14
1672	14
1673	14
1674	14
1675	14
1676	14
1677	14
1678	14
1679	14
1680	14
1681	14
1682	14
1683	14
1684	14
1685	14
1686	14
1687	14
1688	14
1689	14
1690	14
1691	14
1692	14
1693	14
1694	14
1695	14
1696	14
1697	14
1698	14
1699	14
1700	14
1701	14
1702	14
1703	14
1704	14
1705	14
1706	14
1707	14
1708	14
1709	14
1710	14
1711	14
1712	14
1713	14
1714	14
1715	14
1716	14
1717	13
1718	13
1719	13
1720	13
1721	13
1722	13
1723	13
1724	13
1725	13
1726	13
1727	13
1728	13
1729	13
1730	13
1731	13
1732	13
1733	13
1734	13
1735	13
1736	13
1737	13
1738	13
1739	13
1740	13
1741	13
1742	13
1743	13
1744	13
1745	13
1746	13
1747	13
1748	13
1749	13
1750	13
1751	13
1752	13
1753	13
1754	13
1755	13
1756	13
1757	13
1758	13
1759	13
1760	13
1761	13
1762	13
1763	13
1764	13
1765	13
1766	13
1767	13
1768	13
1769	13
1770	13
1771	13
1772	13
1773	13
1774	13
1775	13
1776	13
1777	13
1778	13
1779	13
1780	13
1781	13
1782	13
1783	13
1784	13
1785	13
1786	13
1787	13
1788	13
1789	13
1790	13
1791	13
1792	13
1793	13
1794	13
1795	13
1796	13
1797	13
1798	13
1799	12
1800	12
1801	12
1802	12
1803	12
1804	12
1805	12
1806	12
1807	12
1808	12
1809	12
1810	12
1811	12
1812	12
1813	12
1814	12
1815	12
1816	12
1817	12
1818	12
1819	12
1820	12
1821	12
1822	12
1823	12
1824	12
1825	12
1826	12
1827	12
1828	12
1829	12
1830	12
1831	12
1832	12
1833	12
1834	12
1835	12
1836	12
1837	12
1838	12
1839	12
1840	12
1841	12
1842	12
1843	12
1844	12
1845	12
1846	12
1847	12
1848	12
1849	12
1850	12
1851	12
1852	12
1853	12
1854	12
1855	12
1856	12
1857	12
1858	12
1859	12
1860	12
1861	12
1862	12
1863	12
1864	12
1865	12
1866	12
1867	12
1868	12
1869	12
1870	12
1871	12
1872	12
1873	12
1874	12
1875	12
1876	12
1877	12
1878	12
1879	12
1880	12
1881	12
1882	12
1883	12
1884	12
1885	12
1886	12
1887	12
1888	12
1889	12
1890	12
1891	12
1892	12
1893	12
1894	12
1895	12
1896	12
1897	11
1898	11
1899	11
1900	11
1901	11
1902	11
1903	11
1904	11
1905	11
1906	11
1907	11
1908	11
1909	11
1910	11
1911	11
1912	11
1913	11
1914	11
1915	11
1916	11
1917	11
1918	11
1919	11
1920	11
1921	11
1922	11
1923	11
1924	11
1925	11
1926	11
1927	11
1928	11
1929	11
1930	11
1931	11
1932	11
1933	11
1934	11
1935	11
1936	11
1937	11
1938	11
1939	11
1940	11
1941	11
1942	11
1943	11
1944	11
1945	11
1946	11
1947	11
1948	11
1949	11
1950	11
1951	11
1952	11
1953	11
1954	11
1955	11
1956	11
1957	11
1958	11
1959	11
1960	11
1961	11
1962	11
1963	11
1964	11
1965	11
1966	11
1967	11
1968	11
1969	11
1970	11
1971	11
1972	11
1973	11
1974	11
1975	11
1976	11
1977	11
1978	11
1979	11
1980	11
1981	11
1982	11
1983	11
1984	11
1985	11
1986	11
1987	11
1988	11
1989	11
1990	11
1991	11
1992	11
1993	11
1994	11
1995	11
1996	11
1997	11
1998	11
1999	11
2000	11
2001	11
2002	11
2003	11
2004	11
2005	11
2006	11
2007	11
2008	11
2009	11
2010	11
2011	11
2012	11
2013	11
2014	11
2015	10
2016	10
2017	10
2018	10
2019	10
2020	10
2021	10
2022	10
2023	10
2024	10
2025	10
2026	10
2027	10
2028	10
2029	10
2030	10
2031	10
2032	10
2033	10
2034	10
2035	10
2036	10
2037	10
2038	10
2039	10
2040	10
2041	10
2042	10
2043	10
2044	10
2045	10
2046	10
2047	10
2048	10
2049	10
2050	10
2051	10
2052	10
2053	10
2054	10
2055	10
2056	10
2057	10
2058	10
2059	10
2060	10
2061	10
2062	10
2063	10
2064	10
2065	10
2066	10
2067	10
2068	10
2069	10
2070	10
2071	10
2072	10
2073	10
2074	10
2075	10
2076	10
2077	10
2078	10
2079	10
2080	10
2081	10
2082	10
2083	10
2084	10
2085	10
2086	10
2087	10
2088	10
2089	10
2090	10
2091	10
2092	10
2093	10
2094	10
2095	10
2096	10
2097	10
2098	10
2099	10
2100	10
2101	10
2102	10
2103	10
2104	10
2105	10
2106	10
2107	10
2108	10
2109	10
2110	10
2111	10
2112	10
2113	10
2114	10
2115	10
2116	10
2117	10
2118	10
2119	10
2120	10
2121	10
2122	10
2123	10
2124	10
2125	10
2126	10
2127	10
2128	10
2129	10
2130	10
2131	10
2132	10
2133	10
2134	10
2135	10
2136	10
2137	10
2138	10
2139	10
2140	10
2141	10
2142	10
2143	10
2144	10
2145	10
2146	10
2147	10
2148	9
2149	9
2150	9
2151	9
2152	9
2153	9
2154	9
2155	9
2156	9
2157	9
2158	9
2159	9
2160	9
2161	9
2162	9
2163	9
2164	9
2165	9
2166	9
2167	9
2168	9
2169	9
2170	9
2171	9
2172	9
2173	9
2174	9
2175	9
2176	9
2177	9
2178	9
2179	9
2180	9
2181	9
2182	9
2183	9
2184	9
2185	9
2186	9
2187	9
2188	9
2189	9
2190	9
2191	9
2192	9
2193	9
2194	9
2195	9
2196	9
2197	9
2198	9
2199	9
2200	9
2201	9
2202	9
2203	9
2204	9
2205	9
2206	9
2207	9
2208	9
2209	9
2210	9
2211	9
2212	9
2213	9
2214	9
2215	9
2216	9
2217	9
2218	9
2219	9
2220	9
2221	9
2222	9
2223	9
2224	9
2225	9
2226	9
2227	9
2228	9
2229	9
2230	9
2231	9
2232	9
2233	9
2234	9
2235	9
2236	9
2237	9
2238	9
2239	9
2240	9
2241	9
2242	9
2243	9
2244	9
2245	9
2246	9
2247	9
2248	9
2249	9
2250	9
2251	9
2252	9
2253	9
2254	9
2255	9
2256	9
2257	9
2258	9
2259	9
2260	9
2261	9
2262	9
2263	9
2264	9
2265	9
2266	9
2267	9
2268	9
2269	9
2270	9
2271	9
2272	9
2273	9
2274	9
2275	9
2276	9
2277	9
2278	9
2279	9
2280	9
2281	9
2282	9
2283	9
2284	9
2285	9
2286	8
2287	8
2288	8
2289	8
2290	8
2291	8
2292	8
2293	8
2294	8
2295	8
2296	8
2297	8
2298	8
2299	8
2300	8
2301	8
2302	8
2303	8
2304	8
2305	8
2306	8
2307	8
2308	8
2309	8
2310	8
2311	8
2312	8
2313	8
2314	8
2315	8
2316	8
2317	8
2318	8
2319	8
2320	8
2321	8
2322	8
2323	8
2324	8
2325	8
2326	8
2327	8
2328	8
2329	8
2330	8
2331	8
2332	8
2333	8
2334	8
2335	8
2336	8
2337	8
2338	8
2339	8
2340	8
2341	8
2342	8
2343	8
2344	8
2345	8
2346	8
2347	8
2348	8
2349	8
2350	8
2351	8
2352	8
2353	8
2354	8
2355	8
2356	8
2357	8
2358	8
2359	8
2360	8
2361	8
2362	8
2363	8
2364	8
2365	8
2366	8
2367	8
2368	8
2369	8
2370	8
2371	8
2372	8
2373	8
2374	8
2375	8
2376	8
2377	8
2378	8
2379	8
2380	8
2381	8
2382	8
2383	8
2384	8
2385	8
2386	8
2387	8
2388	8
2389	8
2390	8
2391	8
2392	8
2393	8
2394	8
2395	8
2396	8
2397	8
2398	8
2399	8
2400	8
2401	8
2402	8
2403	8
2404	8
2405	8
2406	8
2407	8
2408	8
2409	8
2410	8
2411	8
2412	8
2413	8
2414	8
2415	8
2416	8
2417	8
2418	8
2419	8
2420	8
2421	8
2422	8
2423	8
2424	8
2425	8
2426	8
2427	8
2428	8
2429	8
2430	8
2431	8
2432	8
2433	8
2434	8
2435	8
2436	8
2437	8
2438	8
2439	8
2440	8
2441	8
2442	8
2443	8
2444	8
2445	8
2446	8
2447	8
2448	8
2449	8
2450	8
2451	8
2452	8
2453	8
2454	8
2455	8
2456	8
2457	8
2458	8
2459	8
2460	8
2461	8
2462	7
2463	7
2464	7
2465	7
2466	7
2467	7
2468	7
2469	7
2470	7
2471	7
2472	7
2473	7
2474	7
2475	7
2476	7
2477	7
2478	7
2479	7
2480	7
2481	7
2482	7
2483	7
2484	7
2485	7
2486	7
2487	7
2488	7
2489	7
2490	7
2491	7
2492	7
2493	7
2494	7
2495	7
2496	7
2497	7
2498	7
2499	7
2500	7
2501	7
2502	7
2503	7
2504	7
2505	7
2506	7
2507	7
2508	7
2509	7
2510	7
2511	7
2512	7
2513	7
2514	7
2515	7
2516	7
2517	7
2518	7
2519	7
2520	7
2521	7
2522	7
2523	7
2524	7
2525	7
2526	7
2527	7
2528	7
2529	7
2530	7
2531	7
2532	7
2533	7
2534	7
2535	7
2536	7
2537	7
2538	7
2539	7
2540	7
2541	7
2542	7
2543	7
2544	7
2545	7
2546	7
2547	7
2548	7
2549	7
2550	7
2551	7
2552	7
2553	7
2554	7
2555	7
2556	7
2557	7
2558	7
2559	7
2560	7
2561	7
2562	7
2563	7
2564	7
2565	7
2566	7
2567	7
2568	7
2569	7
2570	7
2571	7
2572	7
2573	7
2574	7
2575	7
2576	7
2577	7
2578	7
2579	7
2580	7
2581	7
2582	7
2583	7
2584	7
2585	7
2586	7
2587	7
2588	7
2589	7
2590	7
2591	7
2592	7
2593	7
2594	7
2595	7
2596	7
2597	7
2598	7
2599	7
2600	7
2601	7
2602	7
2603	7
2604	7
2605	7
2606	7
2607	7
2608	7
2609	7
2610	7
2611	7
2612	7
2613	7
2614	7
2615	7
2616	7
2617	7
2618	7
2619	7
2620	7
2621	7
2622	7
2623	7
2624	7
2625	7
2626	7
2627	7
2628	7
2629	7
2630	7
2631	7
2632	7
2633	7
2634	7
2635	7
2636	7
2637	7
2638	7
2639	7
2640	7
2641	7
2642	7
2643	7
2644	7
2645	7
2646	7
2647	7
2648	7
2649	7
2650	7
2651	7
2652	7
2653	7
2654	7
2655	7
2656	7
2657	7
2658	7
2659	7
2660	7
2661	7
2662	7
2663	7
2664	7
2665	7
2666	7
2667	7
2668	7
2669	7
2670	7
2671	7
2672	7
2673	7
2674	7
2675	7
2676	6
2677	6
2678	6
2679	6
2680	6
2681	6
2682	6
2683	6
2684	6
2685	6
2686	6
2687	6
2688	6
2689	6
2690	6
2691	6
2692	6
2693	6
2694	6
2695	6
2696	6
2697	6
2698	6
2699	6
2700	6
2701	6
2702	6
2703	6
2704	6
2705	6
2706	6
2707	6
2708	6
2709	6
2710	6
2711	6
2712	6
2713	6
2714	6
2715	6
2716	6
2717	6
2718	6
2719	6
2720	6
2721	6
2722	6
2723	6
2724	6
2725	6
2726	6
2727	6
2728	6
2729	6
2730	6
2731	6
2732	6
2733	6
2734	6
2735	6
2736	6
2737	6
2738	6
2739	6
2740	6
2741	6
2742	6
2743	6
2744	6
2745	6
2746	6
2747	6
2748	6
2749	6
2750	6
2751	6
2752	6
2753	6
2754	6
2755	6
2756	6
2757	6
2758	6
2759	6
2760	6
2761	6
2762	6
2763	6
2764	6
2765	6
2766	6
2767	6
2768	6
2769	6
2770	6
2771	6
2772	6
2773	6
2774	6
2775	6
2776	6
2777	6
2778	6
2779	6
2780	6
2781	6
2782	6
2783	6
2784	6
2785	6
2786	6
2787	6
2788	6
2789	6
2790	6
2791	6
2792	6
2793	6
2794	6
2795	6
2796	6
2797	6
2798	6
2799	6
2800	6
2801	6
2802	6
2803	6
2804	6
2805	6
2806	6
2807	6
2808	6
2809	6
2810	6
2811	6
2812	6
2813	6
2814	6
2815	6
2816	6
2817	6
2818	6
2819	6
2820	6
2821	6
2822	6
2823	6
2824	6
2825	6
2826	6
2827	6
2828	6
2829	6
2830	6
2831	6
2832	6
2833	6
2834	6
2835	6
2836	6
2837	6
2838	6
2839	6
2840	6
2841	6
2842	6
2843	6
2844	6
2845	6
2846	6
2847	6
2848	6
2849	6
2850	6
2851	6
2852	6
2853	6
2854	6
2855	6
2856	6
2857	6
2858	6
2859	6
2860	6
2861	6
2862	6
2863	6
2864	6
2865	6
2866	6
2867	6
2868	6
2869	6
2870	6
2871	6
2872	6
2873	6
2874	6
2875	6
2876	6
2877	6
2878	6
2879	6
2880	6
2881	6
2882	6
2883	6
2884	6
2885	6
2886	6
2887	6
2888	6
2889	6
2890	6
2891	6
2892	6
2893	6
2894	6
2895	6
2896	6
2897	6
2898	6
2899	6
2900	6
2901	6
2902	6
2903	6
2904	6
2905	6
2906	6
2907	6
2908	6
2909	6
2910	6
2911	6
2912	6
2913	6
2914	6
2915	6
2916	6
2917	6
2918	6
2919	6
2920	6
2921	6
2922	6
2923	6
2924	5
2925	5
2926	5
2927	5
2928	5
2929	5
2930	5
2931	5
2932	5
2933	5
2934	5
2935	5
2936	5
2937	5
2938	5
2939	5
2940	5
2941	5
2942	5
2943	5
2944	5
2945	5
2946	5
2947	5
2948	5
2949	5
2950	5
2951	5
2952	5
2953	5
2954	5
2955	5
2956	5
2957	5
2958	5
2959	5
2960	5
2961	5
2962	5
2963	5
2964	5
2965	5
2966	5
2967	5
2968	5
2969	5
2970	5
2971	5
2972	5
2973	5
2974	5
2975	5
2976	5
2977	5
2978	5
2979	5
2980	5
2981	5
2982	5
2983	5
2984	5
2985	5
2986	5
2987	5
2988	5
2989	5
2990	5
2991	5
2992	5
2993	5
2994	5
2995	5
2996	5
