rank	count
261	91
262	90
263	90
264	90
265	90
266	89
267	89
268	89
269	88
270	88
271	88
272	88
273	88
274	87
275	87
276	87
277	87
278	87
279	86
280	86
281	86
282	86
283	85
284	85
285	85
286	85
287	85
288	84
289	84
290	83
291	83
292	83
293	83
294	82
295	82
296	82
297	82
298	82
299	82
300	82
301	81
302	81
303	81
304	81
305	81
306	81
307	81
308	80
309	80
310	79
311	79
312	79
313	79
314	78
315	78
316	78
317	78
318	78
319	77
320	77
321	77
322	77
323	76
324	75
325	75
326	75
327	75
328	75
329	75
330	75
331	75
332	74
333	74
334	74
335	74
336	73
337	73
338	73
339	73
340	73
341	73
342	73
343	73
344	72
345	72
346	72
347	72
348	72
349	71
350	71
351	71
352	71
353	71
354	71
355	71
356	70
357	70
358	70
359	70
360	70
361	70
362	70
363	69
364	69
365	69
366	69
367	69
368	69
369	69
370	69
371	68
372	68
373	68
374	68
375	68
376	67
377	67
378	67
379	67
380	67
381	67
382	66
383	66
384	66
385	66
386	66
387	66
388	66
389	65
390	65
391	65
392	65
393	65
394	65
395	65
396	65
397	65
398	65
399	64
400	64
401	64
402	64
403	64
404	64
405	64
406	64
407	64
408	64
409	63
410	63
411	63
412	63
413	63
414	63
415	63
416	62
417	62
418	62
419	62
420	62
421	62
422	62
423	62
424	62
425	61
426	61
427	61
428	61
429	61
430	61
431	61
432	60
433	60
434	60
435	60
436	60
437	60
438	60
439	60
440	60
441	60
442	60
443	60
444	59
445	59
446	59
447	59
448	59
449	59
450	59
451	59
452	58
453	58
454	58
455	58
456	58
457	58
458	58
459	58
460	58
461	58
462	57
463	57
464	57
465	57
466	57
467	57
468	57
469	56
470	56
471	56
472	56
473	56
474	56
475	56
476	56
477	55
478	55
479	55
480	55
481	55
482	55
483	55
484	55
485	54
486	54
487	54
488	54
489	54
490	54
491	53
492	53
493	53
494	53
495	53
496	53
497	53
498	53
499	53
500	52
501	52
502	52
503	52
504	52
505	52
506	52
507	52
508	52
509	52
510	52
511	52
512	51
513	51
514	51
515	51
516	51
517	51
518	51
519	51
520	51
521	51
522	51
523	51
524	50
525	50
526	50
527	50
528	50
529	50
530	50
531	50
532	50
533	49
534	49
535	49
536	49
537	49
538	49
539	49
540	49
541	49
542	48
543	48
544	48
545	48
546	48
547	48
548	48
549	48
550	48
551	48
552	48
553	48
554	48
555	48
556	48
557	48
558	47
559	47
560	47
561	47
562	47
563	47
564	47
565	47
566	47
567	47
568	47
569	47
570	47
571	47
572	47
573	46
574	46
575	46
576	46
577	46
578	46
579	46
580	46
581	45
582	45
583	45
584	45
585	45
586	45
587	45
588	45
589	45
590	45
591	45
592	44
593	44
594	44
595	44
596	44
597	44
598	44
599	44
600	44
601	44
602	44
603	44
604	44
605	44
606	44
607	44
608	43
609	43
610	43
611	43
612	43
613	43
614	43
615	43
616	43
617	43
618	43
619	43
620	42
621	42
622	42
623	42
624	42
625	42
626	42
627	42
628	42
629	42
630	42
631	41
632	41
633	41
634	41
635	41
636	41
637	41
638	41
639	41
640	41
641	41
642	41
643	41
644	40
645	40
646	40
647	40
648	40
649	40
650	40
651	40
652	40
653	40
654	40
655	40
656	40
657	40
658	40
659	40
660	40
661	40
662	40
663	40
664	39
665	39
666	39
667	39
668	39
669	39
670	39
671	39
672	39
673	39
674	39
675	39
676	39
677	39
678	39
679	39
680	39
681	39
682	39
683	39
684	39
685	38
686	38
687	38
688	38
689	38
690	38
691	38
692	38
693	38
694	38
695	38
696	38
697	38
698	38
699	38
700	38
701	38
702	38
703	37
704	37
705	37
706	37
707	37
708	37
709	37
710	37
711	37
712	37
713	37
714	37
715	37
716	37
717	37
718	37
719	37
720	37
721	37
722	37
723	37
724	37
725	37
726	36
727	36
728	36
729	36
730	36
731	36
732	36
733	36
734	36
735	36
736	36
737	36
738	36
739	36
740	36
741	36
742	36
743	36
744	36
745	36
746	36
747	35
748	35
749	35
750	35
751	35
752	35
753	35
754	35
755	35
756	35
757	35
758	35
759	35
760	35
761	35
762	35
763	35
764	35
765	35
766	35
767	35
768	34
769	34
770	34
771	34
772	34
773	34
774	34
775	34
776	34
777	34
778	34
779	34
780	34
781	34
782	34
783	34
784	34
785	34
786	33
787	33
788	33
789	33
790	33
791	33
792	33
793	33
794	33
795	33
796	33
797	33
798	33
799	33
800	33
801	33
802	33
803	33
804	33
805	33
806	33
807	33
808	33
809	33
810	33
811	33
812	33
813	33
814	33
815	33
816	33
817	33
818	33
819	32
820	32
821	32
822	32
823	32
824	32
825	32
826	32
827	32
828	32
829	32
830	32
831	32
832	32
833	32
834	32
835	32
836	32
837	32
838	32
839	31
840	31
841	31
842	31
843	31
844	31
845	31
846	31
847	31
848	31
849	31
850	31
851	31
852	31
853	31
854	31
855	31
856	31
857	31
858	31
859	31
860	31
861	31
862	30
863	30
864	30
865	30
866	30
867	30
868	30
869	30
870	30
871	30
872	30
873	30
874	30
875	30
876	30
877	30
878	30
879	30
880	30
881	30
882	30
883	30
884	30
885	30
886	30
887	30
888	30
889	30
890	30
891	29
892	29
893	29
894	29
895	29
896	29
897	29
898	29
899	29
900	29
901	29
902	29
903	29
904	29
905	29
906	29
907	29
908	29
909	29
910	29
911	29
912	29
913	29
914	29
915	29
916	29
917	28
918	28
919	28
920	28
921	28
922	28
923	28
924	28
925	28
926	28
927	28
928	28
929	28
930	28
931	28
932	28
933	28
934	28
935	28
936	28
937	28
938	28
939	28
940	28
941	28
942	28
943	28
944	28
945	28
946	28
947	28
948	28
949	28
950	28
951	28
952	27
953	27
954	27
955	27
956	27
957	27
958	27
959	27
960	27
961	27
962	27
963	27
964	27
965	27
966	27
967	27
968	27
969	27
970	27
971	27
972	27
973	27
974	27
975	27
976	27
977	27
978	27
979	27
980	27
981	27
982	27
983	27
984	27
985	27
986	27
987	27
988	27
989	27
990	27
991	26
992	26
993	26
994	26
995	26
996	26
997	26
998	26
999	26
1000	26
1001	26
1002	26
1003	26
1004	26
1005	26
1006	26
1007	26
1008	26
1009	26
1010	26
1011	26
1012	26
1013	26
1014	26
1015	26
1016	26
1017	26
1018	26
1019	26
1020	26
1021	26
1022	26
1023	26
1024	26
1025	26
1026	26
1027	26
1028	26
1029	26
1030	26
1031	26
1032	26
1033	26
1034	25
1035	25
1036	25
1037	25
1038	25
1039	25
1040	25
1041	25
1042	25
1043	25
1044	25
1045	25
1046	25
1047	25
1048	25
1049	25
1050	25
1051	25
1052	25
1053	25
1054	25
1055	25
1056	25
1057	25
1058	25
1059	25
1060	25
1061	25
1062	25
1063	25
1064	25
1065	25
1066	25
1067	25
1068	25
1069	25
1070	25
1071	25
1072	25
1073	25
1074	25
1075	25
1076	24
1077	24
1078	24
1079	24
1080	24
1081	24
1082	24
1083	24
1084	24
1085	24
1086	24
1087	24
1088	24
1089	24
1090	24
1091	24
1092	24
1093	24
1094	24
1095	24
1096	24
1097	24
1098	24
1099	24
1100	24
1101	24
1102	24
1103	24
1104	24
1105	24
1106	24
1107	24
1108	24
1109	24
1110	24
1111	24
1112	24
1113	24
1114	24
1115	24
1116	24
1117	24
1118	24
1119	24
1120	24
1121	24
1122	24
1123	24
1124	24
1125	24
1126	24
1127	24
1128	23
1129	23
1130	23
1131	23
1132	23
1133	23
1134	23
1135	23
1136	23
1137	23
1138	23
1139	23
1140	23
1141	23
1142	23
1143	23
1144	23
1145	23
1146	23
1147	23
1148	23
1149	23
1150	23
1151	23
1152	23
1153	23
1154	23
1155	23
1156	23
1157	23
1158	23
1159	23
1160	23
1161	23
1162	23
1163	23
1164	23
1165	23
1166	23
1167	22
1168	22
1169	22
1170	22
1171	22
1172	22
1173	22
1174	22
1175	22
1176	22
1177	22
1178	22
1179	22
1180	22
1181	22
1182	22
1183	22
1184	22
1185	22
1186	22
1187	22
1188	22
1189	22
1190	22
1191	22
1192	22
1193	22
1194	22
1195	22
1196	22
1197	22
1198	22
1199	22
1200	22
1201	22
1202	22
1203	22
1204	22
1205	22
1206	22
1207	22
1208	22
1209	21
1210	21
1211	21
1212	21
1213	21
1214	21
1215	21
1216	21
1217	21
1218	21
1219	21
1220	21
1221	21
1222	21
1223	21
1224	21
1225	21
1226	21
1227	21
1228	21
1229	21
1230	21
1231	21
1232	21
1233	21
1234	21
1235	21
1236	21
1237	21
1238	21
1239	21
1240	21
1241	21
1242	21
1243	21
1244	21
1245	21
1246	21
1247	21
1248	21
1249	21
1250	20
1251	20
1252	20
1253	20
1254	20
1255	20
1256	20
1257	20
1258	20
1259	20
1260	20
1261	20
1262	20
1263	20
1264	20
1265	20
1266	20
1267	20
1268	20
1269	20
1270	20
1271	20
1272	20
1273	20
1274	20
1275	20
1276	20
1277	20
1278	20
1279	20
1280	20
1281	20
1282	20
1283	20
1284	20
1285	20
1286	20
1287	20
1288	20
1289	20
1290	20
1291	20
1292	20
1293	20
1294	20
1295	20
1296	20
1297	20
1298	19
1299	19
1300	19
1301	19
1302	19
1303	19
1304	19
1305	19
1306	19
1307	19
1308	19
1309	19
1310	19
1311	19
1312	19
1313	19
1314	19
1315	19
1316	19
1317	19
1318	19
1319	19
1320	19
1321	19
1322	19
1323	19
1324	19
1325	19
1326	19
1327	19
1328	19
1329	19
1330	19
1331	19
1332	19
1333	19
1334	19
1335	19
1336	19
1337	19
1338	19
1339	19
1340	19
1341	19
1342	19
1343	19
1344	19
1345	19
1346	19
1347	19
1348	19
1349	19
1350	19
1351	19
1352	19
1353	19
1354	19
1355	19
1356	19
1357	19
1358	19
1359	18
1360	18
1361	18
1362	18
1363	18
1364	18
1365	18
1366	18
1367	18
1368	18
1369	18
1370	18
1371	18
1372	18
1373	18
1374	18
1375	18
1376	18
1377	18
1378	18
1379	18
1380	18
1381	18
1382	18
1383	18
1384	18
1385	18
1386	18
1387	18
1388	18
1389	18
1390	18
1391	18
1392	18
1393	18
1394	18
1395	18
1396	18
1397	18
1398	18
1399	18
1400	18
1401	18
1402	18
1403	18
1404	18
1405	18
1406	18
1407	18
1408	18
1409	18
1410	18
1411	18
1412	18
1413	18
1414	18
1415	18
1416	18
1417	18
1418	18
1419	18
1420	18
1421	18
1422	18
1423	18
1424	18
1425	18
1426	18
1427	18
1428	18
1429	18
1430	17
1431	17
1432	17
1433	17
1434	17
1435	17
1436	17
1437	17
1438	17
1439	17
1440	17
1441	17
1442	17
1443	17
1444	17
1445	17
1446	17
1447	17
1448	17
1449	17
1450	17
1451	17
1452	17
1453	17
1454	17
1455	17
1456	17
1457	17
1458	17
1459	17
1460	17
1461	17
1462	17
1463	17
1464	17
1465	17
1466	17
1467	17
1468	17
1469	17
1470	17
1471	17
1472	17
1473	17
1474	17
1475	17
1476	17
1477	17
1478	17
1479	17
1480	17
1481	17
1482	17
1483	17
1484	17
1485	17
1486	17
1487	17
1488	17
1489	17
1490	17
1491	17
1492	17
1493	17
1494	17
1495	17
1496	17
1497	17
1498	17
1499	16
1500	16
1501	16
1502	16
1503	16
1504	16
1505	16
1506	16
1507	16
1508	16
1509	16
1510	16
1511	16
1512	16
1513	16
1514	16
1515	16
1516	16
1517	16
1518	16
1519	16
1520	16
1521	16
1522	16
1523	16
1524	16
1525	16
1526	16
1527	16
1528	16
1529	16
1530	16
1531	16
1532	16
1533	16
1534	16
1535	16
1536	16
1537	16
1538	16
1539	16
1540	16
1541	16
1542	16
1543	16
1544	16
1545	16
1546	16
1547	16
1548	16
1549	16
1550	16
1551	16
1552	16
1553	16
1554	16
1555	16
1556	16
1557	16
1558	16
1559	15
1560	15
1561	15
1562	15
1563	15
1564	15
1565	15
1566	15
1567	15
1568	15
1569	15
1570	15
1571	15
1572	15
1573	15
1574	15
1575	15
1576	15
1577	15
1578	15
1579	15
1580	15
1581	15
1582	15
1583	15
1584	15
1585	15
1586	15
1587	15
1588	15
1589	15
1590	15
1591	15
1592	15
1593	15
1594	15
1595	15
1596	15
1597	15
1598	15
1599	15
1600	15
1601	15
1602	15
1603	15
1604	15
1605	15
1606	15
1607	15
1608	15
1609	15
1610	15
1611	15
1612	15
1613	15
1614	15
1615	15
1616	15
1617	15
1618	15
1619	15
1620	15
1621	15
1622	15
1623	15
1624	15
1625	15
1626	15
1627	15
1628	15
1629	15
1630	15
1631	15
1632	15
1633	15
1634	15
1635	15
1636	15
1637	14
1638	14
1639	14
1640	14
1641	14
1642	14
1643	14
1644	14
1645	14
1646	14
1647	14
1648	14
1649	14
1650	14
1651	14
1652	14
1653	14
1654	14
1655	14
1656	14
1657	14
1658	14
1659	14
1660	14
1661	14
1662	14
1663	14
1664	14
1665	14
1666	14
1667	14
1668	14
1669	14
1670	14
1671	14
1672	14
1673	14
1674	14
1675	14
1676	14
1677	14
1678	14
1679	14
1680	14
1681	14
1682	14
1683	14
1684	14
1685	14
1686	14
1687	14
1688	14
1689	14
1690	14
1691	14
1692	14
1693	14
1694	14
1695	14
1696	14
1697	14
1698	14
1699	14
1700	14
1701	14
1702	14
1703	14
1704	14
1705	14
1706	14
1707	14
1708	14
1709	14
1710	14
1711	14
1712	14
1713	14
1714	14
1715	14
1716	14
1717	13
1718	13
1719	13
1720	13
1721	13
1722	13
1723	13
1724	13
1725	13
1726	13
1727	13
1728	13
1729	13
1730	13
1731	13
1732	13
1733	13
1734	13
1735	13
1736	13
1737	13
1738	13
1739	13
1740	13
1741	13
1742	13
1743	13
1744	13
1745	13
1746	13
1747	13
1748	13
1749	13
1750	13
1751	13
1752	13
1753	13
1754	13
1755	13
1756	13
1757	13
1758	13
1759	13
1760	13
1761	13
1762	13
1763	13
1764	13
1765	13
1766	13
1767	13
1768	13
1769	13
1770	13
1771	13
1772	13
1773	13
1774	13
1775	13
1776	13
1777	13
1778	13
1779	13
1780	13
1781	13
1782	13
1783	13
1784	13
1785	13
1786	13
1787	13
1788	13
1789	13
1790	13
1791	13
1792	13
1793	13
1794	13
1795	13
1796	13
1797	13
1798	13
1799	12
1800	12
1801	12
1802	12
1803	12
1804	12
1805	12
1806	12
1807	12
1808	12
1809	12
1810	12
1811	12
1812	12
1813	12
1814	12
1815	12
1816	12
1817	12
1818	12
1819	12
1820	12
1821	12
1822	12
1823	12
1824	12
1825	12
1826	12
1827	12
1828	12
1829	12
1830	12
1831	12
1832	12
1833	12
1834	12
1835	12
1836	12
1837	12
1838	12
1839	12
1840	12
1841	12
1842	12
1843	12
1844	12
1845	12
1846	12
1847	12
1848	12
1849	12
1850	12
1851	12
1852	12
1853	12
1854	12
1855	12
1856	12
1857	12
1858	12
1859	12
1860	12
1861	12
1862	12
1863	12
1864	12
1865	12
1866	12
1867	12
1868	12
1869	12
1870	12
1871	12
1872	12
1873	12
1874	12
1875	12
1876	12
1877	12
1878	12
1879	12
1880	12
1881	12
1882	12
1883	12
1884	12
1885	12
1886	12
1887	12
1888	12
1889	12
1890	12
1891	12
1892	12
1893	12
1894	12
1895	12
1896	12
1897	11
1898	11
1899	11
1900	11
1901	11
1902	11
1903	11
1904	11
1905	11
1906	11
1907	11
1908	11
1909	11
1910	11
1911	11
1912	11
1913	11
1914	11
1915	11
1916	11
1917	11
1918	11
1919	11
1920	11
1921	11
1922	11
1923	11
1924	11
1925	11
1926	11
1927	11
1928	11
1929	11
1930	11
1931	11
1932	11
1933	11
1934	11
1935	11
1936	11
1937	11
1938	11
1939	11
1940	11
1941	11
1942	11
1943	11
1944	11
1945	11
1946	11
1947	11
1948	11
1949	11
1950	11
1951	11
1952	11
1953	11
1954	11
1955	11
1956	11
1957	11
1958	11
1959	11
1960	11
1961	11
1962	11
1963	11
1964	11
1965	11
1966	11
1967	11
1968	11
1969	11
1970	11
1971	11
1972	11
1973	11
1974	11
1975	11
1976	11
1977	11
1978	11
1979	11
1980	11
1981	11
1982	11
1983	11
1984	11
1985	11
1986	11
1987	11
1988	11
1989	11
1990	11
1991	11
1992	11
1993	11
1994	11
1995	11
1996	11
1997	11
1998	11
1999	11
2000	11
2001	11
2002	11
2003	11
2004	11
2005	11
2006	11
2007	11
2008	11
2009	11
2010	11
2011	11
2012	11
2013	11
2014	11
2015	10
2016	10
2017	10
2018	10
2019	10
2020	10
2021	10
2022	10
2023	10
2024	10
2025	10
2026	10
2027	10
2028	10
2029	10
2030	10
2031	10
2032	10
2033	10
2034	10
2035	10
2036	10
2037	10
2038	10
2039	10
2040	10
2041	10
2042	10
2043	10
2044	10
2045	10
2046	10
2047	10
2048	10
2049	10
2050	10
2051	10
2052	10
2053	10
2054	10
2055	10
2056	10
2057	10
2058	10
2059	10
2060	10
2061	10
2062	10
2063	10
2064	10
2065	10
2066	10
2067	10
2068	10
2069	10
2070	10
2071	10
2072	10
2073	10
2074	10
2075	10
2076	10
2077	10
2078	10
2079	10
2080	10
2081	10
2082	10
2083	10
2084	10
2085	10
2086	10
2087	10
2088	10
2089	10
2090	10
2091	10
2092	10
2093	10
2094	10
2095	10
2096	10
2097	10
2098	10
2099	10
2100	10
2101	10
2102	10
2103	10
2104	10
2105	10
2106	10
2107	10
2108	10
2109	10
2110	10
2111	10
2112	10
2113	10
2114	10
2115	10
2116	10
2117	10
2118	10
2119	10
2120	10
2121	10
2122	10
2123	10
2124	10
2125	10
2126	10
2127	10
2128	10
2129	10
2130	10
2131	10
2132	10
2133	10
2134	10
2135	10
2136	10
2137	10
2138	10
2139	10
2140	10
2141	10
2142	10
2143	10
2144	10
2145	10
2146	10
2147	10
2148	9
2149	9
2150	9
2151	9
2152	9
2153	9
2154	9
2155	9
2156	9
2157	9
2158	9
2159	9
2160	9
2161	9
2162	9
2163	9
2164	9
2165	9
2166	9
2167	9
2168	9
2169	9
2170	9
2171	9
2172	9
2173	9
2174	9
2175	9
2176	9
2177	9
2178	9
2179	9
2180	9
2181	9
2182	9
2183	9
2184	9
2185	9
2186	9
2187	9
2188	9
2189	9
2190	9
2191	9
2192	9
2193	9
2194	9
2195	9
2196	9
2197	9
2198	9
2199	9
